,club_name,club_link,club_id,league,season,club_age,club_tmv
612,FC Girondins Bordeaux,https://www.transfermarkt.com/fc-girondins-bordeaux/startseite/verein/40/saison_id/2018,40,Ligue 1,2018,23.8,179000000
613,Stade Rennais FC,https://www.transfermarkt.com/fc-stade-rennes/startseite/verein/273/saison_id/2018,273,Ligue 1,2018,23.8,168450000
614,AS Saint-Étienne,https://www.transfermarkt.com/as-saint-etienne/startseite/verein/618/saison_id/2018,618,Ligue 1,2018,24.3,131250000
615,FC Nantes,https://www.transfermarkt.com/fc-nantes/startseite/verein/995/saison_id/2018,995,Ligue 1,2018,24.6,119500000
616,FC Toulouse,https://www.transfermarkt.com/fc-toulouse/startseite/verein/415/saison_id/2018,415,Ligue 1,2018,24.1,113250000
617,Montpellier HSC,https://www.transfermarkt.com/montpellier-hsc/startseite/verein/969/saison_id/2018,969,Ligue 1,2018,25.7,109850000
618,RC Strasbourg Alsace,https://www.transfermarkt.com/rc-strassburg-alsace/startseite/verein/667/saison_id/2018,667,Ligue 1,2018,25.2,98000000
619,Nîmes Olympique,https://www.transfermarkt.com/nimes-olympique/startseite/verein/1160/saison_id/2018,1160,Ligue 1,2018,25.0,88150000
620,Stade Reims,https://www.transfermarkt.com/stade-reims/startseite/verein/1421/saison_id/2018,1421,Ligue 1,2018,24.5,86950000
621,Angers SCO,https://www.transfermarkt.com/sco-angers/startseite/verein/1420/saison_id/2018,1420,Ligue 1,2018,26.5,79700000
622,EA Guingamp,https://www.transfermarkt.com/ea-guingamp/startseite/verein/855/saison_id/2018,855,Ligue 1,2018,25.3,70650000
623,Amiens SC,https://www.transfermarkt.com/amiens-sc/startseite/verein/1416/saison_id/2018,1416,Ligue 1,2018,25.4,70500000
624,SM Caen,https://www.transfermarkt.com/sm-caen/startseite/verein/1162/saison_id/2018,1162,Ligue 1,2018,24.8,67550000
625,Dijon FCO,https://www.transfermarkt.com/dijon-fco/startseite/verein/2969/saison_id/2018,2969,Ligue 1,2018,25.7,65800000
626,Paris Saint-Germain,https://www.transfermarkt.com/fc-paris-saint-germain/startseite/verein/583/saison_id/2019,583,Ligue 1,2019,25.2,874150000
627,Olympique Lyon,https://www.transfermarkt.com/olympique-lyon/startseite/verein/1041/saison_id/2019,1041,Ligue 1,2019,24.0,384550000
628,AS Monaco,https://www.transfermarkt.com/as-monaco/startseite/verein/162/saison_id/2019,162,Ligue 1,2019,25.3,331030000
629,LOSC Lille,https://www.transfermarkt.com/losc-lille/startseite/verein/1082/saison_id/2019,1082,Ligue 1,2019,23.7,247780000
630,Olympique Marseille,https://www.transfermarkt.com/olympique-marseille/startseite/verein/244/saison_id/2019,244,Ligue 1,2019,24.3,216150000
631,OGC Nice,https://www.transfermarkt.com/ogc-nizza/startseite/verein/417/saison_id/2019,417,Ligue 1,2019,23.1,173450000
632,Stade Rennais FC,https://www.transfermarkt.com/fc-stade-rennes/startseite/verein/273/saison_id/2019,273,Ligue 1,2019,25.0,171880000
633,FC Girondins Bordeaux,https://www.transfermarkt.com/fc-girondins-bordeaux/startseite/verein/40/saison_id/2019,40,Ligue 1,2019,25.0,125350000
634,FC Nantes,https://www.transfermarkt.com/fc-nantes/startseite/verein/995/saison_id/2019,995,Ligue 1,2019,25.0,106150000
635,AS Saint-Étienne,https://www.transfermarkt.com/as-saint-etienne/startseite/verein/618/saison_id/2019,618,Ligue 1,2019,24.8,104830000
636,RC Strasbourg Alsace,https://www.transfermarkt.com/rc-strassburg-alsace/startseite/verein/667/saison_id/2019,667,Ligue 1,2019,25.7,91130000
637,Angers SCO,https://www.transfermarkt.com/sco-angers/startseite/verein/1420/saison_id/2019,1420,Ligue 1,2019,25.9,89480000
638,Montpellier HSC,https://www.transfermarkt.com/montpellier-hsc/startseite/verein/969/saison_id/2019,969,Ligue 1,2019,26.2,81680000
639,Stade Reims,https://www.transfermarkt.com/stade-reims/startseite/verein/1421/saison_id/2019,1421,Ligue 1,2019,23.7,81680000
640,FC Toulouse,https://www.transfermarkt.com/fc-toulouse/startseite/verein/415/saison_id/2019,415,Ligue 1,2019,23.5,71880000
641,Amiens SC,https://www.transfermarkt.com/amiens-sc/startseite/verein/1416/saison_id/2019,1416,Ligue 1,2019,25.3,61930000
642,FC Metz,https://www.transfermarkt.com/fc-metz/startseite/verein/347/saison_id/2019,347,Ligue 1,2019,24.4,54100000
643,Dijon FCO,https://www.transfermarkt.com/dijon-fco/startseite/verein/2969/saison_id/2019,2969,Ligue 1,2019,25.3,50230000
644,Nîmes Olympique,https://www.transfermarkt.com/nimes-olympique/startseite/verein/1160/saison_id/2019,1160,Ligue 1,2019,23.8,49650000
645,Stade Brestois 29,https://www.transfermarkt.com/stade-brest-29/startseite/verein/3911/saison_id/2019,3911,Ligue 1,2019,26.0,47780000
646,Paris Saint-Germain,https://www.transfermarkt.com/fc-paris-saint-germain/startseite/verein/583/saison_id/2020,583,Ligue 1,2020,24.2,805000000
647,Olympique Lyon,https://www.transfermarkt.com/olympique-lyon/startseite/verein/1041/saison_id/2020,1041,Ligue 1,2020,24.2,431350000
648,AS Monaco,https://www.transfermarkt.com/as-monaco/startseite/verein/162/saison_id/2020,162,Ligue 1,2020,24.0,370350000
649,LOSC Lille,https://www.transfermarkt.com/losc-lille/startseite/verein/1082/saison_id/2020,1082,Ligue 1,2020,23.6,323200000
650,Stade Rennais FC,https://www.transfermarkt.com/fc-stade-rennes/startseite/verein/273/saison_id/2020,273,Ligue 1,2020,24.2,297500000
651,Olympique Marseille,https://www.transfermarkt.com/olympique-marseille/startseite/verein/244/saison_id/2020,244,Ligue 1,2020,24.9,247950000
652,OGC Nice,https://www.transfermarkt.com/ogc-nizza/startseite/verein/417/saison_id/2020,417,Ligue 1,2020,22.4,236100000
653,AS Saint-Étienne,https://www.transfermarkt.com/as-saint-etienne/startseite/verein/618/saison_id/2020,618,Ligue 1,2020,23.6,154500000
654,Montpellier HSC,https://www.transfermarkt.com/montpellier-hsc/startseite/verein/969/saison_id/2020,969,Ligue 1,2020,25.2,113850000
655,Angers SCO,https://www.transfermarkt.com/sco-angers/startseite/verein/1420/saison_id/2020,1420,Ligue 1,2020,25.8,111650000
656,RC Strasbourg Alsace,https://www.transfermarkt.com/rc-strassburg-alsace/startseite/verein/667/saison_id/2020,667,Ligue 1,2020,25.2,109650000
657,FC Girondins Bordeaux,https://www.transfermarkt.com/fc-girondins-bordeaux/startseite/verein/40/saison_id/2020,40,Ligue 1,2020,25.4,105700000
658,Stade Reims,https://www.transfermarkt.com/stade-reims/startseite/verein/1421/saison_id/2020,1421,Ligue 1,2020,23.1,105180000
659,RC Lens,https://www.transfermarkt.com/rc-lens/startseite/verein/826/saison_id/2020,826,Ligue 1,2020,24.9,104300000
660,FC Metz,https://www.transfermarkt.com/fc-metz/startseite/verein/347/saison_id/2020,347,Ligue 1,2020,24.6,103500000
661,Stade Brestois 29,https://www.transfermarkt.com/stade-brest-29/startseite/verein/3911/saison_id/2020,3911,Ligue 1,2020,25.2,103230000
662,FC Nantes,https://www.transfermarkt.com/fc-nantes/startseite/verein/995/saison_id/2020,995,Ligue 1,2020,25.4,94750000
663,FC Lorient,https://www.transfermarkt.com/fc-lorient/startseite/verein/1158/saison_id/2020,1158,Ligue 1,2020,26.4,72880000
664,Dijon FCO,https://www.transfermarkt.com/dijon-fco/startseite/verein/2969/saison_id/2020,2969,Ligue 1,2020,24.3,65630000
665,Nîmes Olympique,https://www.transfermarkt.com/nimes-olympique/startseite/verein/1160/saison_id/2020,1160,Ligue 1,2020,24.9,60400000
666,Paris Saint-Germain,https://www.transfermarkt.com/fc-paris-saint-germain/startseite/verein/583/saison_id/2021,583,Ligue 1,2021,25.7,875150000
667,Olympique Lyon,https://www.transfermarkt.com/olympique-lyon/startseite/verein/1041/saison_id/2021,1041,Ligue 1,2021,24.3,397700000
668,AS Monaco,https://www.transfermarkt.com/as-monaco/startseite/verein/162/saison_id/2021,162,Ligue 1,2021,23.3,396000000
669,LOSC Lille,https://www.transfermarkt.com/losc-lille/startseite/verein/1082/saison_id/2021,1082,Ligue 1,2021,24.0,306880000
670,Stade Rennais FC,https://www.transfermarkt.com/fc-stade-rennes/startseite/verein/273/saison_id/2021,273,Ligue 1,2021,22.9,305350000
671,Olympique Marseille,https://www.transfermarkt.com/olympique-marseille/startseite/verein/244/saison_id/2021,244,Ligue 1,2021,23.5,284700000
672,OGC Nice,https://www.transfermarkt.com/ogc-nizza/startseite/verein/417/saison_id/2021,417,Ligue 1,2021,23.8,266050000
673,RC Lens,https://www.transfermarkt.com/rc-lens/startseite/verein/826/saison_id/2021,826,Ligue 1,2021,24.8,154050000
674,Stade Reims,https://www.transfermarkt.com/stade-reims/startseite/verein/1421/saison_id/2021,1421,Ligue 1,2021,23.5,149400000
675,Montpellier HSC,https://www.transfermarkt.com/montpellier-hsc/startseite/verein/969/saison_id/2021,969,Ligue 1,2021,24.8,144600000
676,RC Strasbourg Alsace,https://www.transfermarkt.com/rc-strassburg-alsace/startseite/verein/667/saison_id/2021,667,Ligue 1,2021,24.8,120050000
677,FC Girondins Bordeaux,https://www.transfermarkt.com/fc-girondins-bordeaux/startseite/verein/40/saison_id/2021,40,Ligue 1,2021,24.0,116850000
678,FC Nantes,https://www.transfermarkt.com/fc-nantes/startseite/verein/995/saison_id/2021,995,Ligue 1,2021,25.6,112650000
679,AS Saint-Étienne,https://www.transfermarkt.com/as-saint-etienne/startseite/verein/618/saison_id/2021,618,Ligue 1,2021,24.0,105650000
680,Stade Brestois 29,https://www.transfermarkt.com/stade-brest-29/startseite/verein/3911/saison_id/2021,3911,Ligue 1,2021,25.5,103150000
681,FC Metz,https://www.transfermarkt.com/fc-metz/startseite/verein/347/saison_id/2021,347,Ligue 1,2021,25.0,91050000
682,Angers SCO,https://www.transfermarkt.com/sco-angers/startseite/verein/1420/saison_id/2021,1420,Ligue 1,2021,25.4,89500000
683,ESTAC Troyes,https://www.transfermarkt.com/es-troyes-ac/startseite/verein/1095/saison_id/2021,1095,Ligue 1,2021,24.6,73200000
684,FC Lorient,https://www.transfermarkt.com/fc-lorient/startseite/verein/1158/saison_id/2021,1158,Ligue 1,2021,25.4,61300000
685,Clermont Foot 63,https://www.transfermarkt.com/clermont-foot-63/startseite/verein/3524/saison_id/2021,3524,Ligue 1,2021,25.1,55100000
