Unnamed: 0,player_id,player_name,birthdate,height,main_position,national_team,foot
811.0,184672.0,Guido Carrillo,1991-05-25,191.0,Centre-Forward,,right
812.0,60540.0,Valere Germain,1990-04-17,181.0,Centre-Forward,France U23,right
813.0,338628.0,Adrien Bongiovanni,1999-09-20,173.0,Left Winger,Belgium U17,right
814.0,342229.0,Kylian Mbappe,1998-12-20,178.0,Centre-Forward,France,right
815.0,69006.0,Lacina Traore,1990-05-20,203.0,Centre-Forward,Ivory Coast,left
816.0,342230.0,Ilyes Chaibi,1996-10-12,176.0,Centre-Forward,,right
817.0,329723.0,Gil Dias,1996-09-28,186.0,Right Winger,Portugal U21,left
818.0,60561.0,Anthony Lopes,1990-10-01,184.0,Goalkeeper,Portugal,left
819.0,20463.0,Corentin Jean,1995-07-15,170.0,Centre-Forward,France U21,right
820.0,342226.0,Irvin Cardona,1997-08-08,185.0,Centre-Forward,France U20,right
821.0,60543.0,Mathieu Gorgelin,1990-08-05,,Goalkeeper,France U21, 
822.0,60577.0,Nicolas Nkoulou,1990-03-27,184.0,Centre-Back,Cameroon,right
823.0,346289.0,Mouctar Diakhaby,1996-12-19,192.0,Centre-Back,Guinea,right
824.0,57480.0,Mapou Yanga Mbiwa,1989-05-15,184.0,Centre-Back,France,right
825.0,182909.0,Louis Nganioni,1995-06-03,177.0,Left-Back,France U20,left
826.0,275512.0,Emanuel Mammana,1996-02-10,183.0,Centre-Back,Argentina,right
827.0,190366.0,Lucas Mocio,1994-05-11,197.0,Goalkeeper,,left
828.0,23960.0,Jeremy Morel,1984-04-02,172.0,Centre-Back,Madagascar,left
829.0,59597.0,Maciej Rybus,1989-08-19,173.0,Left-Back,Poland,left
830.0,353395.0,Jordy Gaspar,1997-04-23,172.0,Right-Back,France U20,right
831.0,60542.0,Maxime Gonalons,1989-03-10,187.0,Defensive Midfield,France,right
832.0,28335.0,Christophe Jallet,1983-10-31,178.0,Right-Back,France,right
833.0,190393.0,Corentin Tolisso,1994-08-03,181.0,Central Midfield,France,right
834.0,61892.0,Rafael,1990-07-09,172.0,Right-Back,Brazil,right
835.0,72479.0,Clement Grenier,1991-01-07,186.0,Central Midfield,France,right
836.0,395693.0,Houssem Aouar,1998-06-30,175.0,Central Midfield,France,right
837.0,118284.0,Jordan Ferri,1992-03-12,173.0,Central Midfield,France U21,right
838.0,142021.0,Sergi Darder,1993-12-22,180.0,Central Midfield,Spain U21,right
839.0,353948.0,Lucas Tousart,1997-04-29,185.0,Defensive Midfield,France U23,right
840.0,40687.0,Mathieu Valbuena,1984-09-28,167.0,Attacking Midfield,France,right
841.0,324796.0,Timothe Cognat,1998-01-25,170.0,Central Midfield,France U19,right
842.0,243725.0,Olivier Kemen,1996-07-20,175.0,Central Midfield,Cameroon,right
843.0,353404.0,Gaetan Perrin,1996-06-07,169.0,Right Midfield,,right
844.0,353399.0,Romain Del Castillo,1996-03-29,172.0,Right Midfield,France U21,left
845.0,203496.0,Nabil Fekir,1993-07-18,173.0,Attacking Midfield,France,left
846.0,167850.0,Memphis Depay,1994-02-13,178.0,Centre-Forward,Netherlands,right
847.0,241231.0,Yoan Cardinale,1994-03-27,181.0,Goalkeeper,France U19,right
848.0,420002.0,Jean Philippe Mateta,1997-06-28,192.0,Centre-Forward,France U21,right
849.0,234781.0,Maxwel Cornet,1996-09-27,179.0,Left Winger,Ivory Coast,left
850.0,118287.0,Rachid Ghezzal,1992-05-09,182.0,Right Winger,Algeria,left
851.0,371142.0,Myziane Maolida,1999-02-14,182.0,Left Winger,France U21,right
852.0,24105.0,Simon Pouplin,1985-05-28,,Goalkeeper,France U21,
853.0,93720.0,Alexandre Lacazette,1991-05-28,175.0,Centre-Forward,France,right
854.0,60558.0,Maxime Le Marchand,1989-10-11,185.0,Centre-Back,,left
855.0,292822.0,Aldo Kalulu,1996-01-21,166.0,Centre-Forward,DR Congo,right
856.0,395699.0,Alan Dzabana,1997-03-25,171.0,Centre-Forward,,right
857.0,43256.0,Paul Baysse,1988-05-18,185.0,Centre-Back,France U21,right
858.0,344596.0,Malang Sarr,1999-01-23,183.0,Centre-Back,France U21,left
859.0,296802.0,Walter Benitez,1993-01-19,191.0,Goalkeeper,Argentina,right
860.0,16136.0,Dante,1983-10-18,188.0,Centre-Back,Brazil,left
861.0,318508.0,Olivier Boscagli,1997-11-18,181.0,Centre-Back,France U21,left
862.0,249636.0,Gautier Lloris,1995-07-18,191.0,Centre-Back,France U19,left
863.0,312862.0,Dalbert,1993-09-08,181.0,Left-Back,,left
864.0,318523.0,Romain Perraud,1997-09-22,173.0,Left-Back,France U21,left
865.0,27305.0,Mathieu Bodmer,1982-11-22,190.0,Defensive Midfield,,right
866.0,215876.0,Ricardo Pereira,1993-10-06,175.0,Right-Back,Portugal,right
867.0,477301.0,Joakim Balmy,1997-09-17,180.0,Left-Back,,left
868.0,444725.0,Patrick Burner,1996-04-11,170.0,Right-Back,Martinique,right
869.0,290551.0,Vincent Koziello,1995-10-28,168.0,Central Midfield,France U21,right
870.0,111058.0,Arnaud Souquet,1992-02-12,179.0,Right-Back,France U23,right
871.0,236783.0,Albert Rafetraniaina,1996-09-09,176.0,Defensive Midfield,Madagascar,right
872.0,178614.0,Jean Michael Seri,1991-07-19,168.0,Central Midfield,Ivory Coast,right
873.0,272631.0,Arnaud Lusamba,1997-01-04,180.0,Central Midfield,DR Congo,right
874.0,182889.0,Wylan Cyprien,1995-01-28,180.0,Central Midfield,France U21,right
875.0,215686.0,Remi Walter,1995-04-26,174.0,Central Midfield,France U21,left
876.0,152873.0,Julien Vercauteren,1993-01-12,171.0,Attacking Midfield,,right
877.0,453597.0,Vincent Marcel,1997-04-09,180.0,Left Winger,France U20,left
878.0,118022.0,Younes Belhanda,1990-02-25,175.0,Attacking Midfield,Morocco,right
879.0,29311.0,Mounir Obbadi,1983-04-04,175.0,Central Midfield,Morocco,right
880.0,290532.0,Said Benrahma,1995-08-10,172.0,Left Winger,Algeria,right
881.0,126687.0,Valentin Eysseric,1992-03-25,181.0,Attacking Midfield,France U21,right
882.0,167329.0,Alassane Plea,1993-03-10,181.0,Left Winger,France,right
883.0,45146.0,Mario Balotelli,1990-08-12,189.0,Centre-Forward,Italy,right
884.0,401836.0,Bassem Srarfi,1997-06-25,176.0,Right Winger,Tunisia,left
885.0,182814.0,Dorian Caddy,1995-03-20,186.0,Centre-Forward,France U16,right
886.0,139018.0,Mickael Le Bihan,1990-05-16,184.0,Centre-Forward,,right
887.0,243606.0,Anastasios Donis,1996-08-29,178.0,Right Winger,Greece,right
888.0,344610.0,Hicham Mahou,1999-07-02,180.0,Right Winger,France U19,right
889.0,229006.0,Franck Honorat,1996-08-11,180.0,Right Winger,France U19,right
890.0,212937.0,Alexy Bosetti,1993-04-23,172.0,Centre-Forward,France U21,right
891.0,226273.0,Bryan Constant,1994-03-27,183.0,Centre-Forward,France U19,right
892.0,182579.0,Karim Rekik,1994-12-02,186.0,Centre-Back,Netherlands,left
893.0,213841.0,Matheus Doria,1994-11-08,188.0,Centre-Back,Brazil,left
894.0,191056.0,Brice Samba,1994-04-25,187.0,Goalkeeper,France,right
895.0,6270.0,Yohann Pele,1982-11-04,196.0,Goalkeeper,France U21,right
896.0,222636.0,Florian Escales,1996-02-03,184.0,Goalkeeper,France U21,right
897.0,172333.0,Bill Tuiloma,1995-03-27,182.0,Centre-Back,New Zealand,right
898.0,190685.0,Bouna Sarr,1992-01-31,177.0,Right-Back,Senegal,right
899.0,63252.0,Tomas Hubocan,1985-09-17,184.0,Centre-Back,Slovakia,right
900.0,182811.0,Gael Andonian,1995-02-07,185.0,Centre-Back,Armenia,left
901.0,27300.0,Rolando,1985-08-31,189.0,Centre-Back,Portugal,right
902.0,83002.0,Hiroki Sakai,1990-04-12,185.0,Right-Back,Japan,right
903.0,6803.0,Henri Bedimo,1984-06-04,180.0,Left-Back,Cameroon,left
904.0,5285.0,Patrice Evra,1981-05-15,174.0,Left-Back,France,left
905.0,5477.0,Rod Fanni,1981-12-06,186.0,Right-Back,France,right
906.0,47893.0,William Vainqueur,1988-11-19,179.0,Defensive Midfield,France U21,right
907.0,289196.0,Julien Da Costa,1996-05-29,181.0,Right-Back,,right
908.0,23914.0,Lassana Diarra,1985-03-10,173.0,Defensive Midfield,France,right
909.0,174094.0,Morgan Sanson,1994-08-18,180.0,Central Midfield,France U21,right
910.0,354361.0,Frank Anguissa,1995-11-16,184.0,Central Midfield,Cameroon,right
911.0,290862.0,Maxime Lopez,1997-12-04,167.0,Defensive Midfield,France U21,right
912.0,81386.0,Gregory Sertic,1989-08-05,183.0,Defensive Midfield,France U21,right
913.0,146143.0,Zinedine Machach,1996-01-05,,Central Midfield,,right
914.0,394327.0,Boubacar Kamara,1999-11-23,184.0,Defensive Midfield,France,right
915.0,113707.0,Remy Cabella,1990-03-08,172.0,Attacking Midfield,France,right
916.0,26763.0,Abou Diaby,1986-05-11,191.0,Central Midfield,France,right
917.0,184892.0,Florian Thauvin,1993-01-26,181.0,Right Winger,France,left
918.0,270411.0,Saif Eddine Khaoui,1995-04-27,180.0,Attacking Midfield,Tunisia,left
919.0,37647.0,Dimitri Payet,1987-03-29,175.0,Attacking Midfield,France,right
920.0,22388.0,Bafetimbi Gomis,1985-08-06,184.0,Centre-Forward,France,right
921.0,318507.0,Paul Bernardoni,1997-04-18,190.0,Goalkeeper,France U23,left
922.0,241119.0,Clinton Njie,1993-08-15,175.0,Right Winger,Cameroon,right
923.0,289587.0,Aaron Leya Iseka,1997-11-15,182.0,Centre-Forward,Belgium U21,right
924.0,146373.0,Antoine Rabillard,1995-09-22,180.0,Centre-Forward,,right
925.0,98334.0,Romain Alessandrini,1989-04-03,173.0,Right Winger,France,left
926.0,291140.0,Cedric Yambere,1990-11-06,191.0,Centre-Back,Central Africa,right
927.0,139279.0,Nicolas Pallois,1987-09-19,189.0,Centre-Back,,left
928.0,238720.0,Jerome Prior,1995-08-08,187.0,Goalkeeper,,both
929.0,5308.0,Cedric Carrasso,1981-12-30,187.0,Goalkeeper,France,right
930.0,39717.0,Diego Contento,1990-05-01,177.0,Left-Back,Germany U21,left
931.0,238716.0,Theo Pellenard,1994-03-04,182.0,Centre-Back,France U20,left
932.0,81386.0,Gregory Sertic,1989-08-05,183.0,Defensive Midfield,France U21,right
933.0,149577.0,Pablo,1991-06-21,188.0,Centre-Back,Brazil,right
934.0,354352.0,Frederic Guilbert,1994-12-24,178.0,Right-Back,France U21,right
935.0,245030.0,Milan Gaji%C4%87,1996-01-28,178.0,Right-Back,Serbia,both
936.0,63265.0,Igor Lewczuk,1985-05-30,189.0,Centre-Back,Poland,right
937.0,182898.0,Younes Kaabouni,1995-05-23,180.0,Defensive Midfield,France U20,right
938.0,264140.0,Vukasin Jovanovic,1996-05-17,188.0,Centre-Back,Serbia U21,right
939.0,5513.0,Jeremy Toulalan,1983-09-10,183.0,Defensive Midfield,France,right
940.0,135492.0,Youssouf Sabaly,1993-03-05,173.0,Right-Back,Senegal,right
941.0,126528.0,Maxime Poundje,1992-08-16,179.0,Left-Back,France U21,left
942.0,290249.0,Mauro Arambarri,1995-09-30,175.0,Central Midfield,Uruguay,right
943.0,225004.0,Valentin Vada,1996-03-06,175.0,Central Midfield,,right
944.0,8885.0,Jaroslav Plasil,1982-01-05,182.0,Central Midfield,Czechia,right
945.0,66415.0,Abdou Traore,1988-01-17,180.0,Central Midfield,Mali,right
946.0,55409.0,Younousse Sankhare,1989-09-10,184.0,Central Midfield,Senegal,left
947.0,471582.0,Zaydou Youssouf,1999-07-11,182.0,Central Midfield,France U21,left
948.0,333802.0,Francois Kamano,1996-05-02,175.0,Left Winger,Guinea,right
949.0,381348.0,Daniel Mancini,1996-11-11,172.0,Right Winger,,right
950.0,400485.0,Adam Ounas,1996-11-11,172.0,Right Winger,Algeria,left
951.0,323704.0,Malcom,1997-02-26,171.0,Right Winger,Brazil,left
952.0,16591.0,Nicolas Maurice Belay,1985-04-19,182.0,Left Midfield,France U20,left
953.0,193938.0,Diego Rolan,1993-03-24,177.0,Centre-Forward,Uruguay,right
954.0,187392.0,Thomas Toure,1993-12-27,175.0,Left Winger,Ivory Coast,right
955.0,470491.0,Jorris Romil,1994-12-27,186.0,Right Winger,Guadeloupe,right
956.0,181378.0,Gaetan Laborde,1994-05-03,181.0,Centre-Forward,France U20,left
957.0,16993.0,Jeremy Menez,1987-05-07,182.0,Centre-Forward,France,right
958.0,291110.0,Enzo Crivelli,1995-02-06,183.0,Centre-Forward,France U21,right
959.0,353959.0,Kevin Soni,1998-04-17,183.0,Centre-Forward,Cameroon,left
960.0,39910.0,Stephane Ruffier,1986-09-27,188.0,Goalkeeper,France,right
961.0,33925.0,Jessy Moulin,1986-01-13,184.0,Goalkeeper,,right
962.0,324829.0,Anthony Maisonnial,1998-03-23,188.0,Goalkeeper,France U20,right
963.0,290549.0,Ben Karamoko,1995-05-17,195.0,Centre-Back,,right
964.0,149652.0,Leo Lacroix,1992-02-27,197.0,Centre-Back,Switzerland,right
965.0,494586.0,Mickael Nade,1999-03-04,193.0,Centre-Back,,left
966.0,22390.0,Loic Perrin,1985-08-07,181.0,Centre-Back,France,right
967.0,478872.0,Alexis Guendouz,1996-01-26,191.0,Goalkeeper,Algeria,left
968.0,60603.0,Kevin Theophile Catherine,1989-10-28,183.0,Centre-Back,Martinique,right
969.0,56795.0,Cheikh Mbengue,1988-07-23,183.0,Left-Back,Senegal,left
970.0,443899.0,Clement Cabaton,1996-06-06,189.0,Centre-Back,,right
971.0,203764.0,Pierre Yves Polomat,1993-12-27,183.0,Left-Back,Martinique,left
972.0,164771.0,Jordan Veretout,1993-03-01,177.0,Defensive Midfield,France,right
973.0,56794.0,Fabien Lemoine,1987-03-16,175.0,Defensive Midfield,France U21,right
974.0,126711.0,Kevin Malcuit,1991-07-31,178.0,Right-Back,,right
975.0,290573.0,Jerrold Nyemeck,1994-05-07,180.0,Right-Back,,right
976.0,175961.0,Ole Selnaes,1994-07-07,187.0,Defensive Midfield,Norway,left
977.0,410185.0,Ronael Pierre Gabriel,1998-06-13,177.0,Right-Back,France U21,right
978.0,126699.0,Vincent Pajot,1990-08-19,180.0,Defensive Midfield,France U21,right
979.0,293944.0,Habib Maiga,1996-01-01,181.0,Defensive Midfield,Ivory Coast,right
980.0,18901.0,Jeremy Clement,1984-08-26,180.0,Defensive Midfield,France U21,left
981.0,395447.0,Erin Pinheiro,1997-07-15,190.0,Central Midfield,,right
982.0,149446.0,Bryan Dabo,1992-02-18,187.0,Central Midfield,Burkina Faso,right
983.0,154171.0,Benjamin Corgnet,1987-04-06,179.0,Attacking Midfield,,right
984.0,277111.0,Jorginho,1995-09-21,171.0,Left Winger,Guinea-Bissau,right
985.0,324727.0,Rayan Souici,1998-02-28,184.0,Defensive Midfield,France U19, 
986.0,476527.0,Kenny Rocha Santos,2000-01-03,174.0,Central Midfield,Cape Verde,right
987.0,51540.0,Henri Saivet,1990-10-26,175.0,Attacking Midfield,Senegal,right
988.0,235540.0,Oussama Tannane,1994-03-23,178.0,Attacking Midfield,Morocco,left
989.0,44045.0,Kevin Monnet Paquet,1988-08-19,184.0,Left Winger,France U21,right
990.0,419293.0,Hamidou Keyta,1994-12-17,186.0,Left Winger,,both
991.0,292818.0,Jonathan Bamba,1996-03-26,175.0,Left Winger,Ivory Coast,right
992.0,91415.0,Robert Beric,1991-06-17,188.0,Centre-Forward,Slovenia,right
993.0,355370.0,Dylan Saint Louis,1995-04-26,184.0,Left Winger,Congo,right
994.0,98349.0,Romain Hamouma,1987-03-29,179.0,Centre-Forward,,right
995.0,324811.0,Arnaud Nordin,1998-06-17,170.0,Right Winger,France U23,left
996.0,413033.0,Lamine Ghezali,1999-07-06,175.0,Right Winger,France U18,right
997.0,81460.0,Nolan Roux,1988-03-01,182.0,Centre-Forward,France U21,right
998.0,182906.0,Mike Maignan,1995-07-03,191.0,Goalkeeper,France,right
999.0,353985.0,Benjamin Aulagnier,1998-03-10,,Centre-Forward,, 
1000.0,87479.0,Alexander Soderlund,1987-08-03,187.0,Centre-Forward,Norway,right
1001.0,217115.0,Neal Maupay,1996-08-14,173.0,Centre-Forward,France U21,right
1002.0,82324.0,Stoppila Sunzu,1989-06-22,192.0,Centre-Back,Zambia,right
1003.0,290537.0,Jean Butez,1995-06-08,189.0,Goalkeeper,,right
1004.0,37760.0,Vincent Enyeama,1982-08-29,182.0,Goalkeeper,Nigeria,left
1005.0,17179.0,Marko Basa,1982-12-29,190.0,Centre-Back,Montenegro,right
1006.0,30757.0,Renato Civelli,1983-10-14,193.0,Centre-Back,,right
1007.0,126673.0,Adama Soumaoro,1992-06-18,186.0,Centre-Back,,right
1008.0,273000.0,Junior Alonso,1993-02-09,185.0,Centre-Back,Paraguay,left
1009.0,435338.0,Gabriel Magalhaes,1997-12-19,190.0,Centre-Back,Brazil,left
1010.0,45237.0,Julian Palmieri,1986-12-07,170.0,Left-Back,,left
1011.0,392304.0,Olivier Lesueur,1997-07-11,182.0,Left-Back,France U16,left
1012.0,447221.0,Hamza Mendyl,1997-10-21,179.0,Left-Back,Morocco,left
1013.0,12096.0,Franck Beria,1983-05-23,177.0,Right-Back,France U21,right
1014.0,205503.0,Ibrahim Amadou,1993-04-06,183.0,Defensive Midfield,France U19,right
1015.0,238632.0,Emmanuel Debordeaux,1993-03-22,180.0,Defensive Midfield,,right
1016.0,102744.0,Sebastien Corchia,1990-11-01,176.0,Right-Back,France,right
1017.0,274484.0,Youssouf Kone,1995-07-05,174.0,Left-Back,Mali,left
1018.0,447217.0,Valentin Vanbaleghem,1996-10-09,186.0,Defensive Midfield,,left
1019.0,371686.0,Carlens Arcus,1996-06-28,176.0,Right-Back,Haiti,right
1020.0,14949.0,Rio Mavuba,1984-03-08,172.0,Defensive Midfield,France,right
1021.0,164913.0,Soualiho Meite,1994-03-17,187.0,Central Midfield,France U20,right
1022.0,353366.0,Benjamin Pavard,1996-03-28,186.0,Right-Back,France,right
1023.0,29311.0,Mounir Obbadi,1983-04-04,175.0,Central Midfield,Morocco,right
1024.0,290256.0,Xeka,1994-11-10,185.0,Central Midfield,Portugal U20,both
1025.0,55409.0,Younousse Sankhare,1989-09-10,184.0,Central Midfield,Senegal,left
1026.0,410425.0,Yves Bissouma,1996-08-30,182.0,Central Midfield,Mali,right
1027.0,190333.0,Fares Bahlouli,1995-04-08,182.0,Attacking Midfield,France U21,right
1028.0,277268.0,Alexis Araujo,1996-11-07,159.0,Attacking Midfield,Portugal U17,both
1029.0,187847.0,Yassine Benzia,1994-09-08,178.0,Attacking Midfield,Algeria,right
1030.0,77834.0,Marvin Martin,1988-01-10,170.0,Attacking Midfield,France,right
1031.0,159026.0,Ricardo Kishna,1995-01-04,187.0,Left Winger,Netherlands U21,left
1032.0,39883.0,Morgan Amalfitano,1985-03-20,178.0,Right Midfield,France,right
1033.0,174694.0,Rony Lopes,1995-12-28,174.0,Right Winger,Portugal,left
1034.0,481176.0,Valere Pollet,1997-06-27,177.0,Central Midfield,,right
1035.0,157500.0,Lenny Nangis,1994-03-24,172.0,Left Winger,Guadeloupe,right
1036.0,184491.0,Naim Sliti,1992-07-27,173.0,Left Winger,Tunisia,right
1037.0,442891.0,Martin Terrier,1997-03-04,184.0,Left Winger,France U21,right
1038.0,111627.0,Ryan Mendes,1990-01-08,178.0,Left Winger,Cape Verde,right
1039.0,264567.0,Baptiste Guillaume,1995-06-16,189.0,Centre-Forward,Belgium U21,right
1040.0,183720.0,Anwar El Ghazi,1995-05-03,189.0,Right Winger,Netherlands,right
1041.0,122116.0,Nicolas De Preville,1991-01-08,182.0,Centre-Forward,France U23,right
1042.0,111482.0,Eric Bautheac,1987-08-24,168.0,Right Winger,,left
1043.0,84481.0,Eder,1987-12-22,190.0,Centre-Forward,Portugal,both
1044.0,145416.0,Junior Tallo,1992-12-21,185.0,Centre-Forward,Ivory Coast,right
1045.0,41261.0,Habib Habibou,1987-04-16,192.0,Attack,Central Africa,right
1046.0,427161.0,Lebo Mothiba,1996-01-28,182.0,Centre-Forward,South Africa,right
1047.0,189744.0,Paul Nardi,1994-05-18,188.0,Goalkeeper,France U21,right
1048.0,272619.0,Romain Cagnon,1997-05-12,190.0,Goalkeeper,France U18,right
1049.0,392301.0,Ryad Habbas,1997-07-16,173.0,Centre-Forward,,right
1050.0,22628.0,Benoit Costil,1987-07-03,188.0,Goalkeeper,France,right
1051.0,126681.0,Abdoulaye Diallo,1992-03-30,191.0,Goalkeeper,Senegal,right
1052.0,33465.0,Rais Mbolhi,1986-04-25,190.0,Goalkeeper,Algeria,right
1053.0,127610.0,Mexer,1988-09-08,188.0,Centre-Back,Mozambique,right
1054.0,72857.0,Pedro Mendes,1990-10-01,186.0,Centre-Back,Portugal,right
1055.0,229292.0,Edvinas Gertmonas,1996-06-01,192.0,Goalkeeper,Lithuania,right
1056.0,278553.0,Dimitri Cavare,1995-02-05,184.0,Centre-Back,Guadeloupe,right
1057.0,378954.0,Joris Gnagnon,1997-01-13,182.0,Centre-Back,Ivory Coast,right
1058.0,39913.0,Ludovic Baal,1986-05-24,176.0,Left-Back,French Guiana,left
1059.0,284732.0,Ramy Bensebaini,1995-04-16,187.0,Left-Back,Algeria,left
1060.0,229003.0,Sega Coulibaly,1996-06-09,184.0,Centre-Back,France U20,right
1061.0,237000.0,Afonso Figueiredo,1993-01-06,169.0,Left-Back,Portugal,left
1062.0,84301.0,Benjamin Andre,1990-08-03,180.0,Defensive Midfield,France U21,right
1063.0,66052.0,Ermir Lenjani,1989-08-05,175.0,Left-Back,Albania,left
1064.0,3525.0,Sylvain Armand,1980-08-01,182.0,Left-Back,France,left
1065.0,391921.0,Namakoro Diallo,1996-03-29,178.0,Left-Back,France U20,left
1066.0,43458.0,Clement Chantome,1987-09-11,180.0,Defensive Midfield,France,right
1067.0,39906.0,Romain Danze,1986-07-03,184.0,Right-Back,France U21,right
1068.0,324803.0,Nicolas Janvier,1998-08-11,172.0,Central Midfield,France U20,right
1069.0,160080.0,Yacouba Sylla,1990-11-29,184.0,Defensive Midfield,Mali,right
1070.0,118303.0,Mehdi Zeffane,1992-05-19,176.0,Right-Back,Algeria,right
1071.0,203517.0,Steven Moreira,1994-08-13,180.0,Right-Back,France U21,right
1072.0,125783.0,Sanjin Prcic,1993-11-20,181.0,Central Midfield,Bosnia,right
1073.0,18912.0,Yoann Gourcuff,1986-07-11,185.0,Attacking Midfield,France,right
1074.0,288248.0,Denis Will Poha,1997-05-28,173.0,Central Midfield,France U20,right
1075.0,346291.0,James Lea Siliki,1996-06-12,183.0,Central Midfield,Cameroon,left
1076.0,334006.0,Anthony Ribelin,1996-04-08,180.0,Right Midfield,France U19,right
1077.0,148955.0,Paul Georges Ntep,1992-07-29,180.0,Left Winger,Cameroon,right
1078.0,39883.0,Morgan Amalfitano,1985-03-20,178.0,Right Midfield,France,right
1079.0,453594.0,Adama Diakhaby,1996-07-05,184.0,Left Winger,France U21,left
1080.0,288251.0,Sebastien Salles Lamonge,1996-01-28,170.0,Attacking Midfield,France U20,right
1081.0,213368.0,Pedro Henrique,1990-06-16,181.0,Right Winger,,right
1082.0,182916.0,Wesley Said,1995-04-19,171.0,Centre-Forward,France U21,right
1083.0,76293.0,Giovanni Sio,1989-03-31,180.0,Centre-Forward,Ivory Coast,left
1084.0,292822.0,Aldo Kalulu,1996-01-21,166.0,Centre-Forward,DR Congo,right
1085.0,265504.0,Firmin Mubele,1994-04-17,175.0,Centre-Forward,DR Congo,right
1086.0,37920.0,Kamil Grosicki,1988-06-08,180.0,Left Winger,Poland,right
1087.0,203507.0,Adrien Hunou,1994-01-19,179.0,Centre-Forward,France U20,right
1088.0,65992.0,Kermit Erasmus,1990-07-08,167.0,Centre-Forward,South Africa,right
1089.0,123160.0,Marc Vidal,1991-06-03,183.0,Goalkeeper,France U20,right
1090.0,160222.0,Uros Spajic,1993-02-13,188.0,Centre-Back,Serbia,right
1091.0,220878.0,Issiaga Sylla,1994-01-01,180.0,Left-Back,Guinea,left
1092.0,201737.0,Christopher Jullien,1993-03-22,196.0,Centre-Back,France U20,right
1093.0,357117.0,Alban Lafont,1999-01-23,196.0,Goalkeeper,France,right
1094.0,272622.0,Issa Diop,1997-01-09,194.0,Centre-Back,France U21,right
1095.0,72578.0,Mauro Goicoechea,1988-03-27,186.0,Goalkeeper,Uruguay U20,right
1096.0,170994.0,Yrondu Musavu King,1992-01-08,187.0,Centre-Back,Gabon,left
1097.0,170903.0,Steeve Yago,1992-12-16,178.0,Right-Back,Burkina Faso,right
1098.0,28705.0,Dusan Veskovac,1986-03-16,187.0,Centre-Back,,right
1099.0,123021.0,Francois Moubandje,1990-06-21,180.0,Left-Back,Switzerland,left
1100.0,344072.0,Kelvin Amian,1998-02-08,180.0,Right-Back,France U21,right
1101.0,236041.0,Alexis Blin,1996-09-16,184.0,Defensive Midfield,France U21,right
1102.0,36039.0,Pavle Ninkov,1985-04-20,181.0,Right-Back,Serbia,right
1103.0,318520.0,Clement Michelin,1997-05-11,179.0,Right-Back,France U23,right
1104.0,290533.0,Yann Bodiger,1995-02-09,188.0,Central Midfield,France U21,left
1105.0,170481.0,Jean Daniel Akpa Akpro,1992-10-11,180.0,Central Midfield,Ivory Coast,right
1106.0,103563.0,Tongo Doumbia,1989-08-06,191.0,Defensive Midfield,Mali,right
1107.0,170460.0,Jessy Pi,1993-09-24,179.0,Defensive Midfield,,right
1108.0,74687.0,Dominik Furman,1992-07-06,183.0,Central Midfield,Poland,right
1109.0,375885.0,Ibrahim Sangare,1997-12-02,191.0,Defensive Midfield,Ivory Coast,right
1110.0,5431.0,Pantxi Sirieix,1980-10-07,180.0,Central Midfield,,right
1111.0,148754.0,Somalia,1988-09-28,181.0,Central Midfield,,both
1112.0,495486.0,Jordan Sebban,1997-01-06,175.0,Central Midfield,,right
1113.0,80205.0,Jimmy Durmaz,1989-03-22,180.0,Central Midfield,Sweden,left
1114.0,30321.0,Oscar Trejo,1988-04-26,180.0,Attacking Midfield,,right
1115.0,95732.0,Martin Braithwaite,1991-06-05,177.0,Centre-Forward,Denmark,right
1116.0,412671.0,Quentin Boisgard,1997-03-17,174.0,Attacking Midfield,,right
1117.0,146143.0,Zinedine Machach,1996-01-05,,Central Midfield,,right
1118.0,399383.0,Mathieu Cafaro,1997-03-25,175.0,Left Winger,,right
1119.0,303259.0,Dodi Lukebakio,1997-09-24,187.0,Right Winger,Belgium,left
1120.0,36500.0,Ola Toivonen,1986-07-03,189.0,Attacking Midfield,Sweden,right
1121.0,474665.0,Quentin Depehi,1997-06-06,184.0,Centre-Forward,,right
1122.0,344152.0,Odsonne Edouard,1998-01-16,187.0,Centre-Forward,France U21,right
1123.0,20463.0,Corentin Jean,1995-07-15,170.0,Centre-Forward,France U21,right
1124.0,127181.0,Benjamin Lecomte,1991-04-26,186.0,Goalkeeper,France,left
1125.0,122797.0,Andy Delort,1991-10-09,181.0,Centre-Forward,Algeria,right
1126.0,344158.0,Maxime Pelican,1998-05-12,176.0,Centre-Forward,France U20,left
1127.0,81543.0,Paul Delecroix,1988-10-14,184.0,Goalkeeper,,right
1128.0,73457.0,Aleksandar Pesic,1992-05-21,190.0,Centre-Forward,Serbia,right
1129.0,81663.0,Zargo Toure,1989-11-11,183.0,Centre-Back,Senegal,right
1130.0,358506.0,Anthony Lamonge,1996-04-04,183.0,Goalkeeper,,right
1131.0,111026.0,Mathieu Peybernes,1990-10-21,187.0,Centre-Back,France U21,right
1132.0,154199.0,Wesley Lautoa,1987-08-25,184.0,Centre-Back,New Caledonia,left
1133.0,135490.0,Lindsay Rose,1992-02-08,184.0,Centre-Back,Mauritius,right
1134.0,120651.0,Vincent Le Goff,1989-10-15,177.0,Left-Back,,left
